tweet_id,text,emotion
0x25f97c,Please Don't Obliviate Pakistan After Independence Day.🙁😔   #happyIndependenceDay  <LH> <LH> #Pakistan #Homeland,joy
0x29b990,"Closed Buy 1.0 Lots EURUSD 1.20009 for +26.1 pips, total for today +739.1 pips <LH> <LH> <LH> <LH> <LH>",joy
0x271dda,Flipped it to @CNN to see what they're talking about & guess what? They're STILL pushing the #russiagate BS <LH> #FakenewsCNN #CNNBlackmail,sadness
0x30ec0b,Let me speak about this beautiful space I’m in in life👏🏽 took me a while to get here but I’m here <LH>,joy
0x35bea1,@MacAilene update: she said I was (': <LH>,joy
0x286b30,@TIME Yes <LH> not <LH>,joy
0x220fcf,@JoshCPinn @KevinPhyland @CommishSuper10 I step away for an hour and you've all been dissing my boy Reimers in my absence. <LH>,sadness
0x338a75,The fundamental reason #racism exists is not because we don't <LH> each other. It's even more basic. We don't <LH> each other.,joy
0x1f8192,@Google @noLongerAdem1 You proved the points made by firing that employee. <LH> #Liberal #Extremism #Radical #UnNatural,sadness
0x372945,Made a funny little Brouvah the Mouvah deck for fun. What's funnier s it's actually winning me games in ranked play <LH>,trust
0x26831f,tbh Texas breakfast tacos have changed my life for the better <LH>,joy
0x1cca20,If hatred & bigotry was not the only focus then a budget towards infrastructure rebuilding would be hands on jobs that builds <LH>,trust
0x33f676,"Romans8:28 sounds #patronizing when #loss of job/home/baby/friendship occurs, but from an #eternal_perspective, this verse is full of #hope!",trust
0x1fd341,@scottalastair22 You aced it <LH>,trust
0x321392,Be realistic. Plan for the miracle. Happy September birds! <LH> #muchlove <LH> <LH> <LH> <LH> @sebdivo @JonathanRKnight @vincentniclo❤️,joy
0x2b671e,"I want the sequel #stepbrothers 2 many activities, starring @SirPatStew and @IanMcKellen   Sounds like the best movie ever <LH> #movie",anticipation
0x31b2d4,@rdj_1 @Davesmama @mjmpgh Lives in the house. <LH> rotten,joy
0x34dd32,My mom just made the BEST burrito bowl <LH>,joy
0x2f4a8e,Calling Jim Acosta  is a well read well informed reporter. Trump only wants well educated English speaking immigrants entering the Us.#WTF,disgust
0x2bb137,A8 such beautiful replies streaming through. <LH> #Spiritchat,joy
0x2bd0ac,"73 The moments in your life are only once #Life <LH> <LH> <LH> <LH> <LH> <LH> <LH> August 29, 2017 at 12:01PM",anticipation
0x36a069,"So excited for our Christmas break, not long now ♡ <LH> #relaxingbreak",anticipation
0x2494b1,I'm feeling taller today. <LH>,anticipation
0x318c15,Hello @MyNameIsRaph & @hot1079syracuse it'd be amazing to hear <LH> by @FifthHarmony ft. @gucci1017 on #Hot9at9 .. Thanks.,sadness
0x2765d2,Thank U Father for my granddaughter is healed by the stripes of Jesus Christ! Amen <LH>,anticipation
0x2933c5,I write music to cope with my demons and to have inner peace  it's <LH> that u guys like my work #MusicSavedMyLife,joy
0x3240f4,Sight of #Houston sends chills thru the #body of those who've #lived thru a #Hurricaine or 2. <LH> #stillgoodpeople #HurricaineHarvey,anticipation
0x34e4a6,@NOLACouture🐝AMAZED @vuliwear <LH> <LH>  <LH> <LH> #accessories <LH> <LH> <LH> <LH> <LH> <LH> <LH>,joy
0x388564,My only regret is that #10Years of hard work in <LH> #Posts will be permanently lost on #July26th2017. #Facebook may kndly note! #CAVSM,trust
0x378005,"39 Never give up on your #dream. <LH> me to make your dreams come <LH> <LH> July 20, 2017 at 08:00AM",anticipation
0x20b133,<LH> 02 To have patience with myself when I fail time and time again at being disciplined. 💫,trust
0x307b2e,I <LH> @BBCRadio4 #WomensHour It reminds one to breath,joy
0x28ac41,"41 I'd like to say #thanks to all my #followers. You make me who I am today <LH> November 09, 2017 at 04:30PM",trust
0x37a114,@GolicAndWingo it's really weird seeing #Golic sitting on the other side of the table <LH>,surprise
0x1d7169,<LH> is this #ios11 thing It looks like a #Windows #phone tf,disgust
0x2c8650,Genuinely feel so grateful to have such amazing friends💞 <LH>,joy
0x2ff5fe,@Mansionair lookin forward to the <LH> this week boiz,joy
0x1d58f0,@GoldenKnights @Patriots @dallascowboys Preseason though. <LH>,sadness
0x30b5e8,@Itscarleymarie @JohnnyGalivan @RemingtonLeith Everyone's <LH>,anger
0x211d88,@tashamlopez You’re <LH> - I get roasted by my parents ERYDAY,joy
0x1cd651,Woke up to kisses today <LH> #sappyassmotherfucker,joy
0x323027,Mrs. Potato Head 💜🖤 #MelanieMartinez #feels <LH>,joy
0x21a7e3,Am a product of grace #happyliving #Godalltheway <LH>,trust
0x2de3d0,"Closed Sell 1.0 Lots EURUSD 1.17382 for +26.2 pips, total for today +6892.8 pips <LH> <LH> <LH> <LH> <LH>",joy
0x23461b,Happy B. to my bro @BradBinder_41 ! #BBTeam #BB41 #HBBro <LH> #Moto2,trust
0x1d39ee,"I hate to be ""that guy"", but I wonder how many kids will try to guzzle a glass of bourbon after seeing Halle Berry do it at SDCC? <LH>",disgust
0x2b279a,@karlapardo20 Baby you are #MyGreatestBlessing❤️ I <LH> You❤️ #Kisses Kisses💋❤️💕❤️💕 #MyKarla🇨🇴❤️ #MyPrincess👑❤️ #MyFutureWife💍❤️,joy
0x36611e,update: i found someone selling a ticket below face value for the same date so i'm rly <LH> 😩💕,joy
0x2cdf4e,In every group of females someone is always coined as #whacko <LH> so obvious that this show has labeled #ShannonBeador as such #notfunny,surprise
0x3788c9,"Waiting for briefing on #MoochOut, struck again by @realDonaldTrump's inability to read aloud with fluency we expect from 4th graders. #Sad.",sadness
0x3555a6,Creative-active not passive; #Endorphin on the side if possible; <LH> if recovery required; #Sundays for #transitions in life's momentum.,joy
0x2ca482,@marienassar_ U too marie Sending <LH> <LH> #BLESING,joy
0x33fe3c,Going to Mexico for the third time this year ❤️ <LH>,joy
0x1eedb1,"a lovely shift at work today....cricket, sun and lovely people #showmed #lovelyteam <LH>",joy
0x2d7dd7,"@DonovanSwishell @alexistuckett5 When she decided to cheat, and change it back. <LH> #shescared",disgust
0x1d5127,Sunday morning <LH>,joy
0x3576b6,Just got the new @truckerdiablo album streaming (finally) loving it guys! #Voodoo #II <LH> #TheboysareBACK 🤘,joy
0x24970a,Can we <LH> @Microsoft anymore? While they are trashing their #loyal #customers? @Panos_Panay  recall defective,trust
0x26b711,@amul_mohan @Varun_dvn Keep celebrating the backward steps of Indian Cinema..cheers man #Judwaa2 <LH>,disgust
0x32c17b,"Closed Buy 1.0 Lots EURUSD 1.17379 for +28.2 pips, total for today +939.5 pips <LH> <LH> <LH> <LH> <LH>",joy
0x3541a3,"12 If you are #female, <LH> and over 20 DM for a great future <LH> <LH> <LH> <LH> August 17, 2017 at 04:45PM",joy
0x366967,@Z100NewYork @edsheeran @MaxwellsHouse Please play <LH> by @FifthHarmony  <LH>,sadness
0x23f828,Who's that knocking at the door Muzza lad tell him we busy <LH>,surprise
0x2e0a70,@businessinsider Who's the dumbass #millennial that wrote this article? #Health <LH> #probiotics,trust
0x23cf55,Talking all day and night to the love of your life is amazing <LH>,joy
0x2baaec,"Ok people ,inhale the <LH> 💛,,,  exhale the #Hate😈",joy
0x2902fc,"If I didn't care about you, I wouldn't get so mad at the things you do. <LH> <LH> <LH> <LH> #life",joy
0x1efd61,@Vodacom How the Fuck can you cut of my line anticipating for migration on 1Sept Have you lost your mind? U've ruined my business #Useless!,sadness
0x3713f7,"""Fire, Fury, and ...Power?""  Nice job de-escalating, you idiot.  <LH> <LH> #ImpeachTrump @realDonaldTrump",sadness
0x1e5d8f,45 @MostRequestLive @OnAirRomeo please play <LH> by @FifthHarmony on <LH>,sadness
0x342985,@greateranglia where do we catch the rail replacement bus to North Walsham from Cromer? Can't get on website to find out!! <LH>,anger
0x1d52be,"""Life's most persistent and urgent #question is, 'What are you doing for others?'"" - Martin Luther King, Jr. <LH> #contribution",anticipation
0x3202cb,@snarkybitch09 Lmao that was #gay #af <LH> #larah,anticipation
0x284cdd,Thanks to the #Greatest <LH> for another blessed day,anticipation
0x2a457b,"@jpitney @newtgingrich Excuses are like #assholes everyone has one, but libs still defending #Hillary really #stink and are <LH>",sadness
0x248a69,Tickets are booked. See ya next week Nottingham <LH> 🔥,anticipation
0x29f59d,<LH> IS YOUR PROBLEM ⁉️⁉️⁉️,disgust
0x2a1efc,"No, I'm not racist or homophobic but you can't say equality but I can't celebrate being me, how's that equal? <LH> #straight #white",sadness
0x25dff9,@philominaEapen Thanks! I <LH> that I may keep pouring out what I receive. I pray that I may keep the stream clear and flowing!,anticipation
0x2659f7,Small in bed. Tub @BoojaBooja ice-cream. @NetflixUK #HouseofCards on TV. <LH>,joy
0x36718f,@IssaRae @HannahMagazine A new fan. I love <LH> just when you thought #queensugar was the only one's to show realness.💞,fear
0x1de3cd,#Steelers playing bad on the road? To a sub .500 team? <LH> #saidnooneever,surprise
0x1f7639,Shilpa fans: #ImWithShilpa  Gupti fans:#shame on Shilpa   @iamkamyapunjabi @_ravidubey See the difference. Dirty soch  @BiggBossExtra,disgust
0x2d8745,The only god I believe in is the parking gods of Daly City because they have been so generous lately <LH> <LH> 😇🙏🏽,anticipation
0x2c08b2,@D_bezee We live to tweet about it! <LH>,joy
0x1de48c,@BrittDeJesus_ 😒 Where's the eye roll emoji when you need it. <LH>,disgust
0x31011e,"12 If you are #female, <LH> and over 20 DM for a great future <LH> <LH> <LH> <LH> August 17, 2017 at 09:45PM",joy
0x29d82b,@SkyHelpTeam I’m sick to death of the poor coverage in my area. I live in Bham for crying out loud and I can’t download on a Saturday?? <LH>,disgust
0x2156e7,@BBCTwo FUCK YES!!!!!!! <LH>,joy
0x237ba8,Can't believe I'm going to see a medium tonight <LH> 😳,fear
0x20e239,Brighter days ahead! 😊 <LH>,anticipation
0x2a4526,Hope everyone has a good day! This is my first twitter account and I wanna thank y'all so much for the follows I reached 100 lol <LH>,anticipation
0x2a79c8,<LH> test,joy
0x23c1b7,How do the giants not bring back victor cruz? <LH> #nfl #NYGvsDEN #Giants @TeamVic #salsa,disgust
0x29ce11,Last night my @Uber driver was about to get out of his car to fight a homeless guy that insulted him. I had to tell him to get back in! <LH>,disgust
0x28eb03,@PJ4MJJ Yeah that's disrespectful. That's some straight ghetto shit. What happened to manners?? Manners really are A lost art. #Sad.,sadness
0x33470d,"@WhitneyMorehead Everybody loves a STAFF JEANS DAY. Lynn, thank you for that verse. #SLMSgottalent <LH> @TeachRowland",joy
0x1d078b,#SillyStrawberry is the first & only natural kids toothpaste to receive the @AmerDentalAssn’s Seal of Acceptance <LH> #SillyHalloween,joy
0x1f7a27,@CNNHeroes thank you for reminding me what is #mostimportant in #life ❤️ <LH> and <LH> by the #heroes and their #goodwork 😍,surprise
0x256ace,it's stink birthday ❤️🎉 <LH>,joy
0x2ef5d6,@therealDJDoing @seanhannity @greta @billoreilly Trump Train Rider <LH> ourPOTUS,joy
0x220252,There truly is nothing better than going to the bar with your pops after a long days work to just BS and throw a couple brews back <LH>,joy
0x2d7779,#HORRIBLE: More than 100 civilians were killed and 220 injured due massive #US bombardements in al-Maydan area in just 48 hours..,disgust
0x289146,My god son is my biggest inspiration to keep going and achieve my goals. <LH>,joy
0x2fe213,<LH> time !,fear
0x284eb0,i'm so content with life rn...#blessed,joy
0x29b145,@SimplymeJana Those moments on the 🚽 are everything <LH> lol,joy
0x2c4ef1,It's November first which means I'm going to be 23 in 15 days. <LH>,disgust
0x306b07,"Those who #think before they #speak will be <LH> off in #life, but those who don't will eventually end up #running into #trouble.",joy
0x21ec1c,"@RDRentinfo I'm privileged to watch this endless creativity from 396km above Xayar, China <LH>",joy
0x1e5d69,All #rebellion against <LH> will be crushed in the end.,anticipation
0x1e2abe,Be <LH> in the use of the resources available to you to help you <LH> your #goals. #success <LH> #greatness #successtrain,trust
0x33520b,That was so cuuute ! 😊 <LH>,joy
0x1de4a3,Would <LH> to stay and chat but I have rapists to bite. Happy Halloween. TM,joy
0x36c488,Got so much to be doing today so obviously I've just put a film on <LH>,joy
0x2daff7,I'm testing something with this tweet. Blah blah blah blah maga blah blah blah blah blah #maga <LH>,disgust
0x32ffc1,"@Formal_Eli With a can of #crisp <LH> #refreshing #SummerSprite, summer never seemed so chill.  #WannaSprite",joy
0x35fedb,Someone forces me to marry or have sex with them best believe I will poison them and everyone they hold dear <LH>,trust
0x207f23,First award Bradley Lowery <LH> some watery eyes in here ..,joy
0x2e8025,@washingtonpost because the only thing that @realdonaldtrump is successful at is being <LH> <LH>,sadness
0x384415,@TheJudge44 Hitting Golf Balls Out there. @MLBNetwork @MLB @Yankees.. #501FtHR. #513fthr. <LH>,joy
0x32f059,Perseverance is rooted in #hope.,trust
0x261965,Fat kid on fat kid. <LH>,joy
0x2217b7,There is no bigger duty than helping out senior citizens. <LH> ...,joy
0x362bef,@mikejschaefer Does your roommate follow you on Twitter?  <LH>,sadness
0x1cd73d,Is it just me or are there others who are <LH> in the #lies and memory lapses of MPs the so called 'leaders of our communities'?,sadness
0x209bd4,I paid for 1 cookie at Panera Bread and they gave me 5. Today's a good day. <LH>,joy
0x3151ad,@kebmomusic Keb crushing it thru life; always an inspiration <LH>,joy
0x23e6e1,"Ok, new med seems to be suiting Lawrence now <LH>",trust
0x27df77,@_wintergirl93 @PolyfoamPontiff @Artist_Angie @TwitterSafety @delbius @vijaya @biz @jack Send him lewds of Lena Dunham lol <LH>,disgust
0x288723,God I might have rerouted the PLAN FOR MY LIFE but YOU have NEVER Forgotten It THANK YOU <LH>,trust
0x1fb31a,To our Canadian friends and family - Happy Thanksgiving! #Thanksgivingweekend #Canada <LH> #turkey <LH>,trust
0x20d537,I absolutely Love My Life!✨ lol <LH>,joy
0x378bc8,Thank you for the blessings your giving me everyday #God❤️,anticipation
0x2c03c1,@LyleMcDouchebag No a subject I can cast stones about. <LH>,sadness
0x1e4af0,The movie to the bone has the worst ending ever <LH>,anger
0x2fd8cb,Working on making my dreams come true. <LH> is real. #Dreams come true.,anticipation
0x1d3190,I vote for @FifthHarmony <LH> for Song Of The Summer <LH> 25x,sadness
0x323bb8,Literally just slayed everyone with my outfit for a Christmas Party <LH>,trust
0x2021f3,Started my last year of college today and am one step closer to started my career and moving to San Antonio <LH>,joy
0x1ebcaa,@cooterama Wow! Throw rocks living in a glass house. <LH>,joy
0x2626f9,How the fuck do you buy 2 fog machine from #spencergifts and neither of them work?! Mind fucking blown <LH> it's gotta be ojs fault,anger
0x22d00a,"A resounding ""Yes!"" from You It's really really great and huge. Please prepare my heart. 🙏 #claiming <LH> <LH> #confidence",trust
0x2aea98,I would proudly stand by everyone of you guys and fight in your corner <LH> #Ignorance <LH>  #gaybrittania  #isitsafetobegayintheuk 🌈❤️,joy
0x1dec64,You can't possibly hate her as much as she hates herself. <LH> <LH> #suicidal #tryingtostaypositivebutrelapsingnowandthen,sadness
0x2697dc,#Happi <LH> Day🐯🦁🐻🐼🐹🐭🐱🐒🦓🐴🐗🦌🦄🦊🐺🐸🐂🐃🐎🐪🐘🐈🦉🐕🐿️🦖🦕🐉🦆🦔#All #Animals😍#Love u #All😘😘,joy
0x317da0,Seriously who comments on their own video & says first?? Then pins it? You think highly of yourself 26 subbers lol <LH> 😂🤣😆,disgust
0x2471e3,It was love At first vibe <LH> #SixWords,joy
0x25ef73,Gr8 work from @EMASNHSTrust's Mark getting mother in law stabilised & set for out of hours appointment. So <LH> of #NHS @NHSMillion,trust
0x2c830e,Ever did something then stopped and said wow I️ really am crazy?#guilty,sadness
0x293ac2,Anybody else wake up felling tired af and blessed & highly favored? 🙏🏾😌🙋🏾 <LH> #mondayvibes,joy
0x1fef05,<LH> my boyfriend knows so much about fixing cars,joy
0x2b8767,"Closed Sell 1.0 Lots EURUSD 1.16044 for -5.7 pips, total for today +73.1 pips <LH> <LH> <LH> <LH> <LH>",joy
0x239f31,As a player I've ALWAYS trusted my position coaches at every level. What's said between us stays between us. <LH>,trust
0x1e4ac0,Vile and vulgar people <LH>,disgust
0x340f41,"Year 5 and 6 choir are looking forward to rehearsing at @LambtonPrimary today, not long until @durhamcathedral now! #singing <LH>",trust
0x38cbac,"Hey Romeo, can you please play <LH> by @FifthHarmony on @MostRequestLive? Thanks  #MostRequest",sadness
0x2266f5,I️ bought four black sweaters today ...  #are #you <LH>,surprise
0x2e02f0,Is the time shrinking or did I oversleeping? Morning my Sunshine's! <LH> #EyeOnEye,joy
0x2ce515,#ISaidIt... You are <LH> child! It's your #Time to see the #Manifestation of the Abundant life in its full #Totality. All Around You🔥🔥,anticipation
0x2fc2c9,Nantwich to Farnborough without asking for directions <LH> 😂😂😂,trust
0x2b0677,Just a reminder to #jobseekers Please answer the phone using your first name when expecting a call from a recruiter. <LH>,trust
0x34978b,"When you commit to #God, you won't complain. You will ask however",anticipation
0x25fe10,"74 The moments in your life are only once #Life <LH> <LH> <LH> <LH> <LH> <LH> <LH> November 27, 2017 at 11:15AM",anticipation
0x2e2bcb,Have a <LH> Tuesday! May <LH> protect you and your family. ❤️,anticipation
0x2c1885,A healthy mind has an easy breath  #mindset #EasyDay #livelife <LH> <LH> <LH> #PeaceandLove #Mindfulness <LH> #TheSecret #LOA,joy
0x306d3f,"#MondayMotivation: A good day includes fulfillment of all the #love, sung in human songs worldwide towards not only one species, but all.",joy
0x29c4aa,@willowhalegreen Aaarrrg I pressed the wrong answer damn nail!!!! <LH> bloody man,sadness
0x21f677,Only two more days until MCM Comic Con! <LH> @MCMComicCon #Events,anticipation
0x2c06e5,It’s a national holiday <LH>,joy
0x1df58b,@theCastingFirm #Awesome! 🙌🙌not really!,joy
0x361d55,"@kawaiicultgod @insideFPL Called and reported the day before posting, still no trucks <LH> #dangerous",fear
0x360b62,"Political crap only makes you <LH> , Democrats and Republicans are all US comedians. Same speech, same fools arguing🙄 and they all RICH!",surprise
0x2dbeb4,@MizzouHoops Tilmon is #ForReal <LH> #funtowatch #explosive #RealDeal #GOAT,joy
0x32de35,"@mariewelton3 @GavinRossdale is the most simply <LH> human being, Marie🙂🙂🙂",joy
0x2bc00c,Got to my last final and realized I'm wearing my hoodie inside out. <LH>,joy
0x2b29ef,@dcexaminer @SenJohnMcCain is like the old quarterback that never knows when to get out of the game.... <LH>  @SenateGOP,sadness
0x27d6a6,#belowdeckmed #finale #tonight Who's watching? Who can't wait for the reunion? Who do you #hate? Who do you #love? #bravotv @Bravotv,joy
0x290b2c,"#MersalTeaser Brace yourselves amigos,another <LH> @actorvijay film is coming to gross crores of rupees.And we idiots getting ready to see.",disgust
0x264323,@vandy_julia is on her way to see Nickelback while I'm here studying and this is a prime example of how life isn't fair <LH>,fear
0x1deeac,Don’t know what to do any more honestly 😞😭#stressed,sadness
0x2436dd,You deserve to be happy. You deserve to be treated like royalty. You deserve to be loved. <LH> <LH> <LH> #royalty,joy
0x25bc77,They are all acquired by studying #successful people who have tamed life by <LH> #attitude! 2/2,joy
0x22c4db,@ShannonBeador u r a bitch #questionscancer <LH> #insensitive #soulless #selfish #youreanass #CancerSucks #RHOC #bravo @PeggySulahian,disgust
0x31aeec,"@Kimbraov1 @DonPeritzNBC5 @NBCDFW If we erase history, we are bound to repeat it. <LH>",sadness
0x1ced81,"Love, love me some my SisterFriend @MsPattyJackson looking & MOST importantly feeling fabulous!! <LH> #Lessonlearned #fox29goodday",trust
0x2f52a1,@DonnieWahlberg Amazing...#Love,joy
0x3845d0,@DonaldJTrumpJr @realDonaldTrump or your daddy fanning the flames of the birther conspiracy crap for 8 years <LH>,sadness
0x2d1816,I really appreciate my life n everybody that's n it.. my days be filled with so much joy!! <LH> <LH> ..,joy
0x32d647,They're going to riot no matter what <LH> #sleepinIguess #myfamilymatters,disgust
0x2fbc78,A person needing urgent prayer <LH>,anticipation
0x38c54b,"Wherever yu are, Wherever yu may b, I will still keep yu here with me, Somewhere within me... ❤❤ <LH>",joy
0x376cb8,think I found a cosplay for November... <LH>,anticipation
0x31c974,Had a great time talking to my 81 year old grandpa. Something I should do more often! <LH> #familylife,trust
0x211cb6,"Closed Buy 2.1 Lots EURUSD 1.17077 for +12.3 pips, total for today +364.8 pips <LH> <LH> <LH> <LH> <LH>",joy
0x28f2cc,@JoeBudden I've been watching you since I was 10 2003 I'm from a home of drugs n I'm proud as hell to see where uve come in life 🤘 <LH>,trust
0x271c73,"@mattgaetz @justinbieber That’s Maury Povich, #TrumpsTool <LH> can’t even troll correctly.",sadness
0x30f935,Fitting in #Glasgow now. #actress <LH>,anticipation
0x2d5d06,That moment when you realise you left your toenail clippings in the office shower room :/ <LH> #fb,sadness
0x3265c7,@memo_linos @realDonaldTrump He sold his soul for that horrible tan <LH>,disgust
0x257aec,#PeopleSkills If you truly <LH> people you will be mishandled. Be yourself and LOVE people anyway. Just show <LH> by being wise in HOW,joy
0x2b6135,"72 The moments in your life are only once #Life <LH> <LH> <LH> <LH> <LH> <LH> <LH> September 30, 2017 at 08:45AM",anticipation
0x29234d,"@tribelaw After that shocking tragedy, all he could think to say is that he has the biggest pointy thing. <LH>",sadness
0x32764a,@MesC Happy cake-day Mes <LH>,anticipation
0x2c9272,Happy #saturdaymorning everybody! Stay safe and continue to explore with passion. Tell a stranger you <LH> them. Too much hate right now♥♥♥,joy
0x2d2d49,"@khorraa @susburke wth y'all are dating the wrong boys!!! even when i look like a boy i get ss and i'm told i look ""beautiful""!!! <LH>",joy
0x1fc275,<LH> is the deep orientation of the human #soul that can be held at the darkest times.  VACLAV HAVEL,trust
0x311bb4,@Fraz117 Is that tonight? <LH>,fear
0x29e157,"@myoddballs what's wrong here? Come on, you can fix this for next summer!! Well done to them though <LH>",trust
0x1f461f,If I <LH> one at @Battlefield  it is me to set a few inconspicuous #spots & snipen Like an #angler #fishing 👍😉 #Hardscope #Sniper,joy
0x33ed8d,You just got to <LH> #AmericanExpress it's the best out there! #HandsDown and <LH> for everything!,joy
0x30e7db,"majority of girls tweets nowadays is mainly about being upset over a boy🤦🏾‍♂️why u lot depend all ur happiness on us,I will never know <LH>",disgust
0x20fee1,I only pray I'm half as good of an aunt as my sister. <LH>,joy
0x2881cb,World Champion Baby 🙌 #LewisHamilton <LH>,joy
0x2d67f9,Goals <LH> #ImSoGrateful,joy
0x339453,@CocoaBrownTan @olympiabeauty Heading to @olympiabeauty as a @BBloggerAwards #finalist myself <LH> #beautyinfluncerawards,anticipation
0x23b978,"Closed Sell 1.0 Lots EURUSD 1.19452 for +25.7 pips, total for today +1294.0 pips <LH> <LH> <LH> <LH> <LH>",joy
0x1d95ea,<LH> watches man's #movement  And does the best #management  Man can show proper #improvement  Only when there is God's #involvement.,anticipation
0x2c9418,my thoughts are too much <LH> <LH> <LH>,sadness
0x35d707,"Where fear is, happiness is not. ~Lucius Annaeus Seneca  <LH> <LH> <LH>",fear
0x25ce14,"A warm <LH> 2 new @CI_NHS staff, great 2 meet u @ yr induction, good luck in your new roles, look 4ward 2 working with u all!",joy
0x346081,Can not wait for my vacation in the coming months w/ my love we're going up to the mountains! 💕 what's better then that in the fall <LH>,joy
0x21bef4,"POTUS reviews @Foxnews fake stories before they're aired AND writes his grown son's ""oopsie excuse"" for the Russian lady lawyer meeting <LH>",disgust
0x37eccd,"Trump leaves USA, Muslim lady calls4Jihadist against govt and goes viral- what are the democrats up to? <LH> is the name of the game",surprise
0x26558d,@feminamissindia @fbb_india @sushruthikrishn Happy birthday with <LH> <LH> #INDIA,joy
0x3499b8,@SenCapito LIES. I pledge time and resources to repealing and replacing you and your criminally negligent legislation ... #shame.,disgust
0x361d11,Thankful for#iPlayer watched <LH> with @russelltovey #bbc4 fantastic touching performance definitely the best I've watched in a long time,anger
0x2ac231,Teamwork in NY #OBJ #Giants <LH> #NFL,trust
0x33d0ba,@samyhamdouche 🍒#Healthy Food Points 🍍 Rewards4EatingHealthy  <LH> #GlobalAg  #farmtotable🍳 #startup,trust
0x2afee3,"Lmaoo Since Sandy ditched me on taco day, I got myself a free meal from pollo loco <LH>",joy
0x31fa42,How does a gym have a room full of ellipticals that don’t fucking work?!?!? <LH>,disgust
0x331f9a,Just made my own soup 👌🏻🍵#yummy <LH>,trust
0x2e4018,There is always a wilderness to pass through b4 your reaching the promise land. Don't give up! <LH> <LH> #couragious,joy
0x32e421,This clown ass dude <LH> at a woman that's not cutting boxes smh.. Just do and worry about your job! @RevoltTV #TheBreakfastClub,anger
0x32fdcd,Read your sacred texts. #Pray. Know that God is there for you. Jesus is there for ALL people. #Angels are there to help when we #ask. 💓,anticipation
0x269adb,When is the next #LigaEndesa game on @ElevenBE_nl ?? <LH> #basketball #spain,anticipation
0x2a6498,Things are much more difficult when you only have one functioning arm <LH> #climbinginjury,sadness
0x2c248a,"11 If you are #female, <LH> and over 20 DM me for potential #love. <LH> November 17, 2017 at 07:30AM",joy
0x3287a7,My favorite person in the world is @danielsahyounie because he taught me how to stand up for my self I'm grateful <LH> love you so,trust
0x2933d1,"did you know that you can register anyway you are and still vote in your home town. #pray,registerand vote",anticipation
0x2849f4,"""James Clapper"" was an idiot; is still an idiot; & will continue to be an idiot!!!😂😂🤡🤡#Bitter Old HasBeen  #DemPuppet",disgust
0x223a14,You are chosen by #God!,anticipation
0x20bfa7,So <LH> to be surrounded by friends who are quick to point out my deficiencies. Every one of them.,joy
0x2197c2,I live with @marandalynn2 and I see her 2 1/2 times a month <LH>,sadness
0x2137eb,That detox juice life #Detox #Juicing <LH> #Cleanse,trust
0x2390ca,"75 The moments in your life are only once #Life <LH> <LH> <LH> <LH> <LH> <LH> <LH> July 27, 2017 at 06:30PM",anticipation
0x1f906b,Pyrocynical EXPOSED by HUGE YouTuber |  <LH>  😱,surprise
0x2427cc,@TxBookiemonster I was so #inspired! ❤️📚 #whatwouldyoudo #kidsfirst,trust
0x34ff17,"First <LH> it, then go out and #make it so. #thebestisyettocome <LH>",anticipation
0x25c45a,Time To <LH>  Psssst...pass it on!,anticipation
0x2f207b,<LH> <LH> : WebContent4U CAH Lol 😂,joy
0x2c846d,Today was an awesome day!  <LH> 💜💜💜,trust
0x29f912,That feeling of being tired after gym <LH>,joy
0x285971,@FallonTonight Jimmy this just made you 10x cooler 😎 <LH> <LH>,fear
0x2f78e2,"ETA, Twelve hours!!!!! #WW2 #cod #happydays <LH> #XboxOne #HolidaysAreComing",joy
0x2896bc,Less than 2 wks until I’m twenty 🙌🏻 #20 #twenty <LH> #bday #Sagittarius <LH> #20th #20thbday #turningtwenty,anticipation
0x1e96b1,@Westylad06 And I've only just started 😂🙊 <LH>,anticipation
0x1db624,Counting the hours to see my sweet Kary tomorrow❣️🌺😍 <LH> #agradecida,trust
0x2ffcba,Last first kiss. Last first kiss. 💞💖😘 #OneDirectoin  <LH> <LH> #my #favorite 💖💞,joy
0x2e2281,"i produced 2,674 gallons of milk this lactation! <LH>",joy
0x1fd45d,Those folks that have boycotted Murdoch's products seem to be winning. News in that he wants to offload 24C/Fox Tight on cashflow? <LH>,sadness
0x1f2e2f,lunch ideas: *a double decker bus filled with tacos *a sandwich the size of a Mini Cooper  *a toddler wrapped in a tortilla.  <LH>,anticipation
0x289225,@slinganswers This is the SECOND day in a row I've been hit   <LH> is REALLY going on over there??  STOP BSing us 😡,disgust
0x1f5934,@imacelebrity the 3 bullies at straight from the start! Those 3 need booting now! #noneed <LH> #uncomfortable,sadness
0x3102ca,Has anyone recently contemplated how <LH> elevator rides used to be without #phones? #silence,sadness
0x380665,"Day started off rough af, had to pray for a better day . Gave it to God and my whole day turned around 🙌🏾 <LH>",trust
0x33b410,@McDonalds horrible experience of customer service tonight #slammedwindow #poorservice <LH> #kirkstall #Leeds,sadness
0x2966b5,It’s that kind of weather where you wake up in @boscofootball sweats and go to sleep in those warm comfy Nike sweats #NikeSchool <LH> 🍁,trust
0x3349af,"41 I'd like to say #thanks to all my #followers. You make me who I am today <LH> August 07, 2017 at 12:30PM",trust
0x321717,#bb19 ends w Josh reiterating that Elena is his target- so why not let cody play?! A Cody win is your dream scenario you meatball. <LH>,disgust
